W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W
W,E,E,E,E,E,E,E,E,E,E,E,E,E,E,LG,E,E,E,E,E,E,E,E,E,E,LR,E,E,E,E,E,E,E,E,E,E,E,E,W
W,E,E,E,E,E,E,E,E,E,E,E,E,E,W,W,W,W,E,E,E,E,E,E,E,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W
W,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,W
W,E,E,E,LO,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,LW,E,E,E,E,W
W,E,W,W,W,W,E,E,D,D,D,D,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,E,E,E,E,W
W,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,W
W,E,ES,E,E,E,E,E,E,E,E,E,E,E,E,E,E,ES,E,E,E,E,E,E,E,E,E,E,E,ES,E,E,E,E,E,E,E,E,E,W
W,W,W,W,E,E,E,E,E,E,E,E,E,E,E,E,W,W,W,W,E,E,E,E,E,E,E,E,W,W,W,W,E,E,E,E,E,E,E,W
W,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,W
W,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,W
W,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,W
W,E,E,E,E,E,E,E,E,S,S,S,E,E,E,E,E,E,E,E,S,S,S,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,W
W,E,E,E,E,E,E,E,W,W,W,W,E,E,E,E,E,E,E,W,W,W,W,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,W
W,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,W
W,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,ES,E,E,E,E,E,E,W
W,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,W,W,W,E,E,E,E,E,W
W,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,W
W,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,W
W,E,E,E,E,E,S,S,S,E,E,E,E,E,S,S,S,E,E,E,E,S,S,S,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,W
W,E,E,E,E,W,W,W,W,E,E,E,E,W,W,W,W,E,E,E,W,W,W,W,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,W
W,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,W
W,ST,E,E,E,S,S,S,S,E,E,E,E,S,S,S,S,E,E,E,S,S,S,S,E,E,E,E,E,E,E,E,E,E,E,E,E,E,EN,W
W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W
